"Date","Price","Open","High","Low","Vol.","Change %"
"12/01/2021","28,266.0","27,970.0","28,287.0","27,757.0","114.07K","1.00%"
"13/01/2021","28,236.0","28,276.0","28,408.0","28,172.0","105.41K","-0.11%"
"14/01/2021","28,476.0","28,231.0","28,506.0","28,168.0","102.55K","0.85%"
"15/01/2021","28,591.0","28,454.0","28,675.0","28,313.0","129.31K","0.40%"
"18/01/2021","28,836.0","28,609.0","28,843.0","28,378.0","124.47K","0.86%"
"19/01/2021","29,614.0","28,842.0","29,905.0","28,800.0","193.83K","2.70%"
"20/01/2021","28,700.0","29,608.0","29,977.0","29,492.0","0.15K","-3.09%"
"21/01/2021","29,915.0","29,898.0","30,143.0","29,778.0","164.65K","4.23%"
"22/01/2021","29,461.0","29,889.0","29,949.0","29,415.0","148.39K","-1.52%"
"25/01/2021","30,081.0","29,479.0","30,158.0","29,323.0","202.98K","2.10%"
"26/01/2021","29,445.0","30,073.0","30,098.0","29,348.0","216.59K","-2.11%"
"27/01/2021","29,279.0","29,455.0","29,663.0","29,231.0","150.55K","-0.56%"
"28/01/2021","28,748.0","29,293.0","29,309.0","28,734.0","38.50K","-1.81%"
"29/01/2021","28,319.0","28,511.0","28,980.0","28,039.0","193.17K","-1.49%"
"01/02/2021","28,804.0","28,327.0","28,935.0","28,154.0","166.03K","1.71%"
"02/02/2021","29,230.0","28,835.0","29,438.0","28,688.0","137.81K","1.48%"
"03/02/2021","29,212.0","29,249.0","29,304.0","28,886.0","144.19K","-0.06%"
"04/02/2021","29,090.0","29,200.0","29,348.0","28,689.0","166.95K","-0.42%"
"05/02/2021","29,266.0","29,087.0","29,418.0","28,994.0","124.83K","0.61%"
"08/02/2021","29,170.0","29,277.0","29,624.0","29,165.0","115.35K","-0.33%"
"09/02/2021","29,403.0","29,165.0","29,460.0","29,133.0","101.78K","0.80%"
"10/02/2021","29,971.0","29,941.0","29,988.0","29,931.0","1.68K","1.93%"
"11/02/2021","30,134.0","29,941.0","30,140.0","29,702.0","61.32K","0.54%"
"16/02/2021","30,697.0","30,586.0","30,769.0","30,446.0","96.58K","1.87%"
"17/02/2021","30,975.0","30,708.0","31,088.0","30,425.0","113.59K","0.91%"
"18/02/2021","30,448.0","30,981.0","31,116.0","30,431.0","142.16K","-1.70%"
"19/02/2021","30,521.0","30,500.0","30,620.0","30,021.0","160.99K","0.24%"
"22/02/2021","30,075.0","30,536.0","30,992.0","30,052.0","203.99K","-1.46%"
"23/02/2021","30,583.0","30,096.0","30,936.0","30,070.0","222.88K","1.69%"
"24/02/2021","29,696.0","30,555.0","30,805.0","29,562.0","206.94K","-2.90%"
"25/02/2021","30,219.0","29,712.0","30,343.0","29,597.0","30.55K","1.76%"
"26/02/2021","28,959.0","29,949.0","30,029.0","28,805.0","180.35K","-4.17%"
"01/03/2021","29,254.0","28,971.0","29,377.0","28,743.0","137.85K","1.02%"
"02/03/2021","28,929.0","29,236.0","29,593.0","28,781.0","183.10K","-1.11%"
"03/03/2021","29,684.0","28,921.0","29,795.0","28,865.0","138.98K","2.61%"
"04/03/2021","29,078.0","29,700.0","29,719.0","28,909.0","168.04K","-2.04%"
"05/03/2021","28,892.0","29,038.0","29,276.0","28,370.0","170.48K","-0.64%"
"08/03/2021","28,478.0","28,915.0","29,341.0","28,326.0","187.61K","-1.43%"
"09/03/2021","28,775.0","28,490.0","28,977.0","28,283.0","194.99K","1.04%"
"10/03/2021","28,804.0","28,780.0","29,153.0","28,640.0","148.21K","0.10%"
"11/03/2021","29,276.0","28,838.0","29,405.0","28,774.0","140.15K","1.64%"
"12/03/2021","28,710.0","29,310.0","29,568.0","28,645.0","147.76K","-1.93%"
"15/03/2021","28,836.0","28,707.0","29,129.0","28,563.0","144.95K","0.44%"
"16/03/2021","28,954.0","28,848.0","29,117.0","28,754.0","119.22K","0.41%"
"17/03/2021","28,991.0","28,931.0","29,152.0","28,736.0","111.37K","0.13%"
"18/03/2021","29,369.0","28,984.0","29,575.0","28,888.0","134.67K","1.30%"
"19/03/2021","28,934.0","29,345.0","29,382.0","28,704.0","142.86K","-1.48%"
"22/03/2021","28,854.0","28,938.0","29,112.0","28,719.0","115.36K","-0.28%"
"23/03/2021","28,484.0","28,868.0","29,027.0","28,305.0","141.96K","-1.28%"
"24/03/2021","27,879.0","28,487.0","28,578.0","27,773.0","155.81K","-2.12%"
"25/03/2021","27,856.0","27,889.0","27,993.0","27,503.0","179.20K","-0.08%"
"26/03/2021","28,291.0","27,855.0","28,380.0","27,715.0","186.54K","1.56%"
"29/03/2021","28,385.0","28,264.0","28,494.0","28,088.0","145.33K","0.33%"
"30/03/2021","28,597.0","28,382.0","28,648.0","28,371.0","19.15K","0.75%"
"31/03/2021","28,316.0","28,501.0","28,774.0","28,277.0","127.15K","-0.98%"
"01/04/2021","28,817.0","28,335.0","28,911.0","28,320.0","136.59K","1.77%"
"07/04/2021","28,541.0","28,811.0","29,148.0","28,516.0","120.68K","-0.96%"
"08/04/2021","29,023.0","28,524.0","29,055.0","28,168.0","148.80K","1.69%"
"09/04/2021","28,634.0","29,015.0","29,113.0","28,548.0","111.78K","-1.34%"
"12/04/2021","28,411.0","28,626.0","28,793.0","28,223.0","100.70K","-0.78%"
"13/04/2021","28,519.0","28,425.0","28,840.0","28,396.0","109.00K","0.38%"
"14/04/2021","28,915.0","28,524.0","28,966.0","28,401.0","114.22K","1.39%"
"15/04/2021","28,780.0","28,915.0","28,949.0","28,473.0","108.14K","-0.47%"
"16/04/2021","28,983.0","28,807.0","29,065.0","28,667.0","111.40K","0.71%"
"19/04/2021","29,020.0","28,998.0","29,318.0","28,749.0","114.28K","0.13%"
"20/04/2021","29,071.0","29,008.0","29,209.0","28,819.0","108.33K","0.18%"
"21/04/2021","28,530.0","29,067.0","29,067.0","28,448.0","128.66K","-1.86%"
"22/04/2021","28,738.0","28,535.0","28,803.0","28,464.0","107.97K","0.73%"
"23/04/2021","29,052.0","28,742.0","29,096.0","28,601.0","112.39K","1.09%"
"26/04/2021","28,942.0","29,041.0","29,250.0","28,905.0","149.58K","-0.38%"
"27/04/2021","28,886.0","28,931.0","29,050.0","28,772.0","155.76K","-0.19%"
"28/04/2021","29,026.0","28,872.0","29,061.0","28,841.0","96.32K","0.48%"
"29/04/2021","29,295.0","29,045.0","29,429.0","29,014.0","18.05K","0.93%"
"30/04/2021","28,530.0","29,098.0","29,160.0","28,449.0","117.52K","-2.61%"
"03/05/2021","28,133.0","28,530.0","28,583.0","28,053.0","102.30K","-1.39%"
"04/05/2021","28,447.0","28,127.0","28,459.0","28,083.0","91.00K","1.12%"
"05/05/2021","28,301.0","28,434.0","28,552.0","28,024.0","103.92K","-0.51%"
"06/05/2021","28,524.0","28,309.0","28,700.0","28,217.0","119.13K","0.79%"
"07/05/2021","28,517.0","28,493.0","28,753.0","28,393.0","103.65K","-0.02%"
"10/05/2021","28,463.0","28,532.0","28,747.0","28,335.0","113.23K","-0.19%"
"11/05/2021","27,809.0","28,461.0","28,525.0","27,744.0","142.77K","-2.30%"
"12/05/2021","28,016.0","27,816.0","28,075.0","27,623.0","130.56K","0.74%"
"13/05/2021","27,522.0","28,037.0","28,050.0","27,487.0","134.77K","-1.76%"
"14/05/2021","27,909.0","27,539.0","27,939.0","27,491.0","119.01K","1.41%"
"17/05/2021","28,091.0","27,930.0","28,136.0","27,880.0","95.81K","0.65%"
"18/05/2021","28,454.0","28,091.0","28,528.0","27,966.0","92.00K","1.29%"
"20/05/2021","28,282.0","28,446.0","28,490.0","28,156.0","96.76K","-0.60%"
"21/05/2021","28,336.0","28,275.0","28,528.0","28,175.0","90.83K","0.19%"
"24/05/2021","28,317.0","28,349.0","28,408.0","28,073.0","101.59K","-0.07%"
"25/05/2021","28,894.0","28,316.0","28,905.0","28,274.0","162.46K","2.04%"
"26/05/2021","29,155.0","28,898.0","29,272.0","28,847.0","155.44K","0.90%"
"27/05/2021","29,185.0","29,153.0","29,202.0","28,962.0","114.88K","0.10%"
"28/05/2021","29,205.0","29,165.0","29,337.0","29,103.0","18.28K","0.07%"
"31/05/2021","28,958.0","28,996.0","29,184.0","28,791.0","98.41K","-0.85%"
"01/06/2021","29,347.0","28,930.0","29,400.0","28,923.0","104.31K","1.34%"
"02/06/2021","29,126.0","29,360.0","29,398.0","29,081.0","99.67K","-0.75%"
"03/06/2021","28,857.0","29,132.0","29,280.0","28,801.0","109.27K","-0.92%"
"04/06/2021","28,805.0","28,851.0","28,933.0","28,632.0","104.85K","-0.18%"
"07/06/2021","28,748.0","28,797.0","28,990.0","28,528.0","94.39K","-0.20%"
"08/06/2021","28,683.0","28,727.0","28,924.0","28,559.0","90.58K","-0.23%"
"09/06/2021","28,710.0","28,693.0","28,809.0","28,615.0","84.62K","0.09%"
"10/06/2021","28,608.0","28,687.0","28,895.0","28,581.0","87.72K","-0.36%"
"11/06/2021","28,806.0","28,635.0","28,914.0","28,585.0","94.96K","0.69%"
"14/06/2021","28,716.0","28,716.0","28,716.0","28,716.0","","-0.31%"
"15/06/2021","28,509.0","28,812.0","28,930.0","28,352.0","116.58K","-0.72%"
"16/06/2021","28,370.0","28,513.0","28,571.0","28,357.0","81.91K","-0.49%"
"17/06/2021","28,430.0","28,378.0","28,465.0","28,088.0","93.79K","0.21%"
"18/06/2021","28,761.0","28,426.0","28,769.0","28,395.0","104.07K","1.16%"
"21/06/2021","28,422.0","28,770.0","28,774.0","28,243.0","114.54K","-1.18%"
"22/06/2021","28,193.0","28,456.0","28,566.0","28,164.0","99.36K","-0.81%"
"23/06/2021","28,730.0","28,211.0","28,857.0","28,184.0","118.71K","1.90%"
"24/06/2021","28,829.0","28,728.0","28,945.0","28,659.0","130.86K","0.34%"
"25/06/2021","29,218.0","28,848.0","29,256.0","28,808.0","150.60K","1.35%"
"28/06/2021","29,224.0","29,218.0","29,333.0","29,196.0","75.14K","0.02%"
"29/06/2021","29,065.0","29,243.0","29,320.0","29,049.0","16.56K","-0.54%"
"30/06/2021","28,630.0","28,829.0","29,026.0","28,611.0","85.02K","-1.50%"
"02/07/2021","28,149.0","28,627.0","28,771.0","28,085.0","144.84K","-1.68%"
"05/07/2021","28,086.0","28,156.0","28,338.0","27,901.0","100.28K","-0.22%"
"06/07/2021","27,946.0","28,094.0","28,121.0","27,806.0","93.75K","-0.50%"
"07/07/2021","27,902.0","27,932.0","27,980.0","27,706.0","102.74K","-0.16%"
"08/07/2021","27,100.0","27,903.0","28,017.0","27,072.0","148.38K","-2.87%"
"09/07/2021","27,247.0","27,081.0","27,416.0","26,859.0","138.58K","0.54%"
"12/07/2021","27,531.0","27,270.0","27,720.0","27,270.0","105.81K","1.04%"
"13/07/2021","27,880.0","27,531.0","28,017.0","27,439.0","109.67K","1.27%"
"14/07/2021","27,776.0","27,885.0","27,924.0","27,662.0","88.67K","-0.37%"
"15/07/2021","28,012.0","27,780.0","28,185.0","27,650.0","100.29K","0.85%"
"16/07/2021","28,020.0","27,992.0","28,216.0","27,807.0","95.73K","0.03%"
"19/07/2021","27,469.0","28,048.0","28,080.0","27,354.0","108.35K","-1.97%"
"20/07/2021","27,235.0","27,432.0","27,530.0","27,090.0","125.01K","-0.85%"
"21/07/2021","27,226.0","27,232.0","27,395.0","26,915.0","109.39K","-0.03%"
"22/07/2021","27,705.0","27,222.0","27,767.0","27,135.0","97.44K","1.76%"
"23/07/2021","27,272.0","27,685.0","27,720.0","27,200.0","89.44K","-1.56%"
"26/07/2021","26,130.0","27,299.0","27,325.0","26,112.0","204.21K","-4.19%"
"27/07/2021","25,038.0","26,152.0","26,372.0","24,743.0","250.14K","-4.18%"
"28/07/2021","25,384.0","25,074.0","25,594.0","24,871.0","175.84K","1.38%"
"29/07/2021","26,146.0","25,389.0","26,226.0","25,389.0","38.30K","3.00%"
"30/07/2021","25,897.0","26,201.0","26,283.0","25,559.0","132.89K","-0.95%"
"02/08/2021","26,121.0","25,894.0","26,242.0","25,668.0","124.68K","0.86%"
"03/08/2021","26,055.0","26,125.0","26,228.0","25,703.0","122.16K","-0.25%"
"04/08/2021","26,358.0","26,061.0","26,584.0","25,921.0","112.88K","1.16%"
"05/08/2021","26,126.0","26,357.0","26,486.0","26,058.0","108.65K","-0.88%"
"06/08/2021","26,129.0","26,134.0","26,273.0","25,900.0","93.82K","0.01%"
"09/08/2021","26,217.0","26,131.0","26,472.0","25,814.0","104.65K","0.34%"
"10/08/2021","26,466.0","26,233.0","26,515.0","26,026.0","106.65K","0.95%"
"11/08/2021","26,545.0","26,468.0","26,722.0","26,297.0","94.17K","0.30%"
"12/08/2021","26,388.0","26,549.0","26,735.0","26,295.0","91.49K","-0.59%"
"13/08/2021","26,310.0","26,391.0","26,444.0","26,081.0","95.93K","-0.30%"
"16/08/2021","26,088.0","26,319.0","26,380.0","25,988.0","107.26K","-0.84%"
"17/08/2021","25,683.0","26,079.0","26,200.0","25,550.0","137.12K","-1.55%"
"18/08/2021","25,757.0","25,700.0","25,954.0","25,554.0","102.04K","0.29%"
"19/08/2021","25,213.0","25,788.0","25,870.0","25,144.0","125.88K","-2.11%"
"20/08/2021","24,780.0","25,208.0","25,392.0","24,554.0","165.60K","-1.72%"
"23/08/2021","25,084.0","24,785.0","25,444.0","24,766.0","135.09K","1.23%"
"24/08/2021","25,638.0","25,104.0","25,706.0","25,095.0","126.43K","2.21%"
"25/08/2021","25,680.0","25,628.0","25,955.0","25,533.0","154.75K","0.16%"
"26/08/2021","25,416.0","25,676.0","25,696.0","25,229.0","165.40K","-1.03%"
"27/08/2021","25,366.0","25,404.0","25,649.0","25,295.0","121.13K","-0.20%"
"30/08/2021","25,466.0","25,360.0","25,530.0","25,225.0","19.12K","0.39%"
"31/08/2021","25,756.0","25,418.0","25,793.0","25,005.0","147.68K","1.14%"
"01/09/2021","25,926.0","25,750.0","25,976.0","25,575.0","125.09K","0.66%"
"02/09/2021","26,023.0","25,905.0","26,265.0","25,860.0","118.98K","0.37%"
"03/09/2021","25,845.0","26,015.0","26,077.0","25,722.0","101.77K","-0.68%"
"06/09/2021","26,079.0","25,842.0","26,111.0","25,707.0","92.41K","0.91%"
"07/09/2021","26,221.0","26,086.0","26,393.0","26,030.0","101.11K","0.54%"
"08/09/2021","26,213.0","26,206.0","26,478.0","26,072.0","102.85K","-0.03%"
"09/09/2021","25,646.0","26,220.0","26,311.0","25,581.0","134.56K","-2.16%"
"10/09/2021","26,140.0","25,630.0","26,174.0","25,617.0","115.34K","1.93%"
"13/09/2021","25,785.0","26,147.0","26,190.0","25,532.0","115.45K","-1.36%"
"14/09/2021","25,442.0","25,768.0","25,891.0","25,322.0","134.68K","-1.33%"
"15/09/2021","25,038.0","25,455.0","25,479.0","24,982.0","136.82K","-1.59%"
"16/09/2021","24,647.0","25,042.0","25,058.0","24,478.0","132.46K","-1.56%"
"17/09/2021","24,883.0","24,649.0","24,925.0","24,406.0","123.21K","0.96%"
"20/09/2021","24,064.0","24,869.0","24,913.0","23,831.0","144.00K","-3.29%"
"21/09/2021","24,175.0","24,054.0","24,260.0","23,666.0","129.47K","0.46%"
"23/09/2021","24,519.0","24,152.0","24,792.0","23,993.0","135.03K","1.42%"
"24/09/2021","24,162.0","24,524.0","24,649.0","24,034.0","175.02K","-1.46%"
"27/09/2021","24,168.0","24,179.0","24,490.0","23,920.0","181.87K","0.02%"
"28/09/2021","24,475.0","24,182.0","24,680.0","24,054.0","147.18K","1.27%"
"29/09/2021","24,484.0","24,489.0","24,499.0","24,041.0","25.73K","0.04%"
"30/09/2021","24,524.0","24,519.0","24,622.0","24,278.0","117.28K","0.16%"
"04/10/2021","23,975.0","24,535.0","24,626.0","23,836.0","146.84K","-2.24%"
"05/10/2021","24,055.0","24,009.0","24,177.0","23,643.0","126.20K","0.33%"
"06/10/2021","23,957.0","24,075.0","24,283.0","23,743.0","122.37K","-0.41%"
"07/10/2021","24,620.0","23,883.0","24,712.0","23,836.0","116.60K","2.77%"
"08/10/2021","24,824.0","24,628.0","24,990.0","24,558.0","119.34K","0.83%"
"11/10/2021","25,269.0","24,808.0","25,382.0","24,775.0","128.46K","1.79%"
"12/10/2021","24,918.0","25,254.0","25,271.0","24,818.0","111.92K","-1.39%"
"13/10/2021","24,968.0","24,924.0","25,033.0","24,924.0","1.46K","0.20%"
"15/10/2021","25,318.0","25,143.0","25,337.0","24,860.0","132.07K","1.40%"
"18/10/2021","25,436.0","25,302.0","25,478.0","25,077.0","104.97K","0.47%"
"19/10/2021","25,775.0","25,435.0","25,808.0","25,378.0","98.14K","1.33%"
"20/10/2021","26,156.0","25,798.0","26,186.0","25,745.0","108.18K","1.48%"
"21/10/2021","25,970.0","26,173.0","26,224.0","25,819.0","116.96K","-0.71%"
"22/10/2021","26,110.0","25,984.0","26,174.0","25,925.0","96.56K","0.54%"
"25/10/2021","26,141.0","26,118.0","26,227.0","25,886.0","124.68K","0.12%"
"26/10/2021","26,039.0","26,129.0","26,257.0","25,898.0","157.46K","-0.39%"
"27/10/2021","25,640.0","26,050.0","26,092.0","25,554.0","120.93K","-1.53%"
"28/10/2021","25,592.0","25,584.0","25,757.0","25,520.0","20.96K","-0.19%"
"29/10/2021","25,304.0","25,439.0","25,513.0","25,249.0","93.67K","-1.13%"
"01/11/2021","25,103.0","25,305.0","25,349.0","24,919.0","110.40K","-0.79%"
"02/11/2021","25,008.0","25,130.0","25,622.0","24,997.0","128.06K","-0.38%"
"03/11/2021","25,010.0","25,008.0","25,153.0","24,754.0","101.57K","0.01%"
"04/11/2021","25,195.0","25,015.0","25,231.0","24,886.0","91.96K","0.74%"
"05/11/2021","24,868.0","25,188.0","25,213.0","24,671.0","105.35K","-1.30%"
"08/11/2021","24,737.0","24,890.0","24,975.0","24,618.0","100.26K","-0.53%"
"09/11/2021","24,779.0","24,742.0","24,975.0","24,645.0","84.91K","0.17%"
"10/11/2021","25,017.0","24,784.0","25,033.0","24,432.0","137.49K","0.96%"
"11/11/2021","25,201.0","25,007.0","25,315.0","24,769.0","132.08K","0.74%"
"12/11/2021","25,310.0","25,209.0","25,529.0","25,155.0","108.76K","0.43%"
"15/11/2021","25,376.0","25,318.0","25,440.0","25,180.0","89.12K","0.26%"
"16/11/2021","25,636.0","25,393.0","25,745.0","25,345.0","104.05K","1.02%"
"17/11/2021","25,630.0","25,639.0","25,677.0","25,470.0","89.30K","-0.02%"
"18/11/2021","25,308.0","25,627.0","25,627.0","25,188.0","93.08K","-1.26%"
"19/11/2021","24,989.0","25,309.0","25,342.0","24,778.0","132.42K","-1.26%"
"22/11/2021","24,923.0","24,988.0","25,096.0","24,802.0","97.07K","-0.26%"
"23/11/2021","24,564.0","24,921.0","24,924.0","24,561.0","121.08K","-1.44%"
"24/11/2021","24,689.0","24,564.0","24,854.0","24,535.0","155.91K","0.51%"
"25/11/2021","24,746.0","24,686.0","24,765.0","24,425.0","149.71K","0.23%"
"26/11/2021","24,082.0","24,743.0","24,743.0","24,044.0","144.84K","-2.68%"
"29/11/2021","23,905.0","24,085.0","24,155.0","23,680.0","38.72K","-0.73%"
"30/11/2021","23,476.0","23,735.0","23,857.0","23,104.0","155.87K","-1.79%"
"01/12/2021","23,592.0","23,471.0","23,871.0","23,259.0","128.60K","0.49%"
"02/12/2021","23,740.0","23,594.0","23,824.0","23,446.0","113.09K","0.63%"
"03/12/2021","23,784.0","23,742.0","23,847.0","23,403.0","127.06K","0.19%"
"06/12/2021","23,332.0","23,785.0","23,844.0","23,302.0","145.65K","-1.90%"
"07/12/2021","24,013.0","23,332.0","24,029.0","23,242.0","140.32K","2.92%"
"08/12/2021","24,003.0","24,030.0","24,150.0","23,901.0","106.32K","-0.04%"
"09/12/2021","24,153.0","24,017.0","24,333.0","23,940.0","110.70K","0.62%"
"10/12/2021","23,979.0","24,150.0","24,222.0","23,910.0","106.23K","-0.72%"
"13/12/2021","24,017.0","23,994.0","24,391.0","23,930.0","114.67K","0.16%"
"14/12/2021","23,598.0","24,032.0","24,041.0","23,552.0","103.17K","-1.74%"
"15/12/2021","23,399.0","23,589.0","23,745.0","23,326.0","113.68K","-0.84%"
"16/12/2021","23,478.0","23,389.0","23,533.0","23,070.0","122.57K","0.34%"
"17/12/2021","23,141.0","23,497.0","23,695.0","23,123.0","118.19K","-1.44%"
"20/12/2021","22,781.0","23,140.0","23,257.0","22,663.0","145.62K","-1.56%"
"21/12/2021","22,909.0","22,750.0","23,087.0","22,703.0","113.21K","0.56%"
"22/12/2021","23,096.0","22,915.0","23,248.0","22,905.0","99.73K","0.82%"
"23/12/2021","23,209.0","23,091.0","23,262.0","23,025.0","124.50K","0.49%"
"24/12/2021","23,223.0","23,226.0","23,413.0","23,164.0","60.24K","0.06%"
"28/12/2021","23,362.0","23,320.0","23,377.0","23,104.0","150.04K","0.60%"
"29/12/2021","23,066.0","23,377.0","23,385.0","23,014.0","96.49K","-1.27%"
"30/12/2021","23,118.0","23,076.0","23,227.0","22,945.0","16.75K","0.23%"
"31/12/2021","23,451.0","23,138.0","23,607.0","23,097.0","77.25K","1.44%"
"03/01/2022","23,266.0","23,476.0","23,623.0","23,173.0","78.46K","-0.79%"
"04/01/2022","23,296.0","23,255.0","23,436.0","23,133.0","100.30K","0.13%"
"05/01/2022","22,903.0","23,311.0","23,393.0","22,864.0","125.75K","-1.69%"
"06/01/2022","22,992.0","22,916.0","23,191.0","22,710.0","139.90K","0.39%"
"07/01/2022","23,467.0","23,015.0","23,513.0","22,990.0","141.24K","2.07%"
"10/01/2022","23,672.0","23,474.0","23,792.0","23,401.0","126.99K","0.87%"
"11/01/2022","23,703.0","23,670.0","23,852.0","23,453.0","130.21K","0.13%"
"12/01/2022","24,322.0","23,718.0","24,399.0","23,662.0","140.58K","2.61%"
"13/01/2022","24,461.0","24,337.0","24,568.0","24,296.0","124.73K","0.57%"
"14/01/2022","24,387.0","24,451.0","24,485.0","24,146.0","119.95K","-0.30%"
"17/01/2022","24,190.0","24,382.0","24,467.0","24,087.0","106.64K","-0.81%"
"18/01/2022","24,036.0","24,190.0","24,382.0","24,011.0","101.31K","-0.64%"
"19/01/2022","24,075.0","24,030.0","24,274.0","23,928.0","123.83K","0.16%"
"20/01/2022","24,988.0","24,085.0","24,988.0","24,085.0","157.39K","3.79%"
"21/01/2022","24,941.0","24,985.0","25,244.0","24,734.0","142.48K","-0.19%"
"24/01/2022","24,661.0","24,909.0","25,032.0","24,580.0","114.55K","-1.12%"
"25/01/2022","24,238.0","24,645.0","24,645.0","23,996.0","215.45K","-1.72%"
"26/01/2022","24,316.0","24,249.0","24,477.0","24,121.0","175.73K","0.32%"
"27/01/2022","23,840.0","24,319.0","24,508.0","23,569.0","142.73K","-1.96%"
"28/01/2022","23,612.0","23,886.0","24,056.0","23,549.0","30.62K","-0.96%"
"31/01/2022","23,862.0","23,429.0","23,958.0","23,272.0","84.56K","1.06%"
"04/02/2022","24,544.0","24,250.0","24,605.0","24,105.0","103.46K","2.86%"
"07/02/2022","24,456.0","24,527.0","24,605.0","24,335.0","106.96K","-0.36%"
"08/02/2022","24,324.0","24,484.0","24,576.0","24,134.0","104.03K","-0.54%"
"09/02/2022","24,831.0","24,333.0","24,902.0","24,333.0","117.01K","2.08%"
"10/02/2022","24,990.0","24,836.0","25,090.0","24,649.0","105.66K","0.64%"
"11/02/2022","24,860.0","24,975.0","25,152.0","24,732.0","117.77K","-0.52%"
"14/02/2022","24,437.0","24,840.0","25,010.0","24,431.0","113.39K","-1.70%"
"15/02/2022","24,505.0","24,430.0","24,636.0","24,215.0","120.10K","0.28%"
"16/02/2022","24,715.0","24,501.0","24,746.0","24,462.0","97.02K","0.86%"
"17/02/2022","24,715.0","24,710.0","24,874.0","24,515.0","104.46K","0.00%"
"18/02/2022","24,323.0","24,700.0","24,808.0","24,275.0","123.12K","-1.59%"
"21/02/2022","24,168.0","24,303.0","24,390.0","23,997.0","123.33K","-0.64%"
"22/02/2022","23,574.0","24,149.0","24,149.0","23,346.0","188.24K","-2.46%"
"23/02/2022","23,671.0","23,598.0","23,744.0","23,493.0","155.69K","0.41%"
"24/02/2022","22,891.0","23,689.0","23,721.0","22,801.0","169.66K","-3.30%"
"25/02/2022","22,824.0","22,890.0","23,053.0","22,480.0","37.98K","-0.29%"
"28/02/2022","22,657.0","22,626.0","22,962.0","22,335.0","128.64K","-0.73%"
"01/03/2022","22,556.0","22,677.0","22,866.0","22,453.0","114.86K","-0.45%"
"02/03/2022","22,312.0","22,547.0","22,620.0","22,220.0","113.12K","-1.08%"
"03/03/2022","22,370.0","22,312.0","22,478.0","22,227.0","103.18K","0.26%"
"04/03/2022","21,837.0","22,367.0","22,377.0","21,722.0","126.48K","-2.38%"
"07/03/2022","20,898.0","21,800.0","21,800.0","20,732.0","159.26K","-4.30%"
"08/03/2022","20,863.0","20,923.0","21,254.0","20,566.0","159.62K","-0.17%"
"09/03/2022","20,519.0","20,870.0","21,065.0","20,047.0","185.38K","-1.65%"
"10/03/2022","20,791.0","20,550.0","21,088.0","20,550.0","149.19K","1.33%"
"11/03/2022","20,495.0","20,835.0","20,873.0","20,062.0","186.15K","-1.42%"
"14/03/2022","19,585.0","20,561.0","20,724.0","19,424.0","210.79K","-4.44%"
"15/03/2022","18,315.0","19,600.0","19,736.0","18,237.0","293.33K","-6.48%"
"16/03/2022","20,123.0","18,312.0","20,241.0","18,134.0","322.02K","9.87%"
"17/03/2022","21,462.0","20,132.0","21,544.0","20,099.0","266.31K","6.65%"
"18/03/2022","21,425.0","21,466.0","21,637.0","20,872.0","212.02K","-0.17%"
"21/03/2022","21,235.0","21,409.0","22,210.0","21,071.0","184.16K","-0.89%"
"22/03/2022","21,917.0","21,249.0","21,963.0","21,192.0","145.52K","3.21%"
"23/03/2022","22,100.0","21,954.0","22,399.0","21,905.0","136.76K","0.83%"
"24/03/2022","21,936.0","22,098.0","22,243.0","21,689.0","138.72K","-0.74%"
"25/03/2022","21,373.0","21,942.0","21,982.0","21,283.0","189.23K","-2.57%"
"28/03/2022","21,765.0","21,375.0","21,800.0","21,202.0","191.28K","1.83%"
"29/03/2022","21,955.0","21,778.0","21,956.0","21,640.0","123.34K","0.87%"
"30/03/2022","22,232.0","21,960.0","22,362.0","21,960.0","26.01K","1.26%"
"31/03/2022","21,990.0","22,170.0","22,411.0","21,913.0","109.74K","-1.09%"
"01/04/2022","22,026.0","21,988.0","22,061.0","21,542.0","120.93K","0.16%"
"04/04/2022","22,474.0","22,029.0","22,535.0","21,996.0","119.18K","2.03%"
"06/04/2022","22,091.0","22,490.0","22,670.0","21,997.0","123.42K","-1.70%"
"07/04/2022","21,802.0","22,086.0","22,219.0","21,746.0","126.19K","-1.31%"
"08/04/2022","21,930.0","21,806.0","21,949.0","21,559.0","106.68K","0.59%"
"11/04/2022","21,129.0","21,920.0","21,944.0","21,109.0","130.20K","-3.65%"
"12/04/2022","21,303.0","21,130.0","21,518.0","20,963.0","155.11K","0.82%"
"13/04/2022","21,311.0","21,315.0","21,525.0","21,123.0","110.39K","0.04%"
"14/04/2022","21,521.0","21,327.0","21,595.0","21,229.0","98.74K","0.99%"
"18/04/2022","21,354.0","21,354.0","21,354.0","21,354.0","","-0.78%"
"19/04/2022","20,993.0","21,524.0","21,538.0","20,857.0","120.50K","-1.69%"
"20/04/2022","20,929.0","20,972.0","21,215.0","20,791.0","108.47K","-0.30%"
"21/04/2022","20,658.0","20,959.0","21,062.0","20,485.0","131.20K","-1.29%"
"22/04/2022","20,605.0","20,663.0","20,728.0","20,166.0","137.92K","-0.26%"
"25/04/2022","19,809.0","20,579.0","20,708.0","19,785.0","205.81K","-3.86%"
"26/04/2022","19,973.0","19,779.0","20,274.0","19,653.0","195.62K","0.83%"
"27/04/2022","19,931.0","19,970.0","20,050.0","19,625.0","147.40K","-0.21%"
